id,text,tweet_url,language,created_at,author_id,author_name,author_username,author_verified,view_count,bookmark_count,favorite_count,retweet_count,reply_count,quote_count,first_view_count,first_bookmark_count,first_favorite_count,first_retweet_count,first_reply_count,first_quote_count,first_seen_at,last_seen_at,seen_count,last_surface,is_quote,is_retweet,media_count,media_types
2097556156902203575,"""Where the noise fades and the signal speaks—your daily market pulse starts here""

Market Brief — September 8 (Generated by GPT 5.6):

Wall Street returned from the Labor Day weekend under renewed pressure as another surge in oil revived the inflation problem just one week before the Federal Reserve's September decision. The S&P 500 fell 45.08 points to 7,673.52 (-0.58%), the Nasdaq Composite lost 85.58 points to 26,421.41 (-0.32%), the Dow Jones Industrial Average dropped 628.18 points to 52,786.07 (-1.18%), and the Russell 2000 declined 15.44 points to 2,960.20 (-0.52%). The Dow's outsized loss reflected weakness in several healthcare and economically sensitive constituents, while technology held up somewhat better. The underlying macro message was straightforward: investors came back from the three-day weekend to find the energy shock materially worse than it had been on Friday.

Oil became the dominant session driver as attacks on Saudi energy infrastructure widened the geopolitical risk beyond Iran and pushed Brent to within striking distance of $100. November Brent briefly reached $99.46 before settling at $97.92, up 0.9%, while October WTI gained 1.7% to settle at $93.03, its highest settlement in roughly three months and its sixth consecutive advance. The escalation came after Iran-backed Houthi forces attacked Saudi energy facilities, increasing concern that supply disruption could spread beyond the Strait of Hormuz itself. Brent has now moved dramatically higher from roughly $72 in early July. That trajectory matters because the longer crude remains near $100, the more difficult it becomes for policymakers to dismiss the energy shock as temporary.

Treasuries reinforced the inflation concern rather than providing meaningful shelter from the equity decline. The 10-year Treasury yield finished around 4.79%, approximately 1 basis point above Friday's 4.78% level, keeping the benchmark close to its highest area since 2023. Traders were assigning nearly a 60% probability of a September Fed rate increase by the close. The combination of stronger-than-expected August payrolls from Friday, $90-plus WTI and a 10-year yield hovering near 4.8% means the Fed enters next week's meeting with substantially less room for a dovish interpretation than markets had hoped only a week ago.

There was no major national U.S. macro release Tuesday, which made oil and expectations for this week's inflation data unusually important to the price action. The next decisive test is the August Producer Price Index on Thursday, September 10 at 8:30 a.m. ET, followed by the August Consumer Price Index on Friday, September 11 at 8:30 a.m. ET. Current economist expectations cited by AP point to wholesale inflation accelerating to roughly 5.4% from 4.7%, while headline consumer inflation is expected to ease modestly to around 3.3% from 3.4%. Those releases will be the final major inflation readings before the Fed's September 15–16 meeting.

Cross-asset markets still did not behave as though investors were confronting a conventional flight-to-safety panic. The VIX finished around 15.29, roughly 5.2% above Friday's 14.53 regular-session close, elevated but still historically restrained considering the geopolitical backdrop. December gold futures, meanwhile, settled at $4,439.00 an ounce, down $37.60 or about 0.8%. Stocks lower, crude higher, Treasury yields still near their highs and gold lower once again point toward an inflation-and-policy shock rather than a classic recessionary risk event.

Qualcomm $QCOM was one of Tuesday's strongest large-cap technology winners as a new Amazon $AMZN agreement gave its data-center ambitions substantially more credibility. Qualcomm $QCOM announced a multi-generation collaboration with Amazon $AMZN to develop customized silicon for large-scale AI inference infrastructure, along with high-performance optical connectivity extending to 1.6T and future generations. Qualcomm $QCOM will also expand its own use of AWS infrastructure, including Amazon Bedrock, for electronic-design-automation workloads. The agreement additionally gives Amazon $AMZN the right to acquire up to 25 million Qualcomm shares at $161.26 each. $QCOM gained 3.2% despite the declining broader market. The strategic implication is important: Qualcomm $QCOM is attempting to transform itself from a handset-centric semiconductor company into a supplier of custom compute and connectivity across the AI data-center stack.

Corning $GLW delivered an even stronger AI-infrastructure signal as Verizon $VZ committed to one of the largest fiber deployments yet associated with the AI buildout. The companies announced a multi-billion-dollar agreement running from 2027 through 2032 covering more than 80 million miles of high-density optical fiber and connectivity products. Verizon $VZ plans to use the network both for consumer broadband expansion and for long-haul corridors linking AI data centers and hyperscalers. Corning $GLW surged roughly 9% during the session. The deal reinforces an increasingly important point about AI capital expenditure: the spending cycle is moving well beyond GPUs into optics, fiber, networking, power and physical connectivity.

Boston Scientific $BSX became one of the day's sharpest corporate losers after its August cyberattack moved from an operational problem to a material earnings problem. The company disclosed that the attack caused a network outage affecting manufacturing and the processing and shipment of customer orders. Although major distribution centers are now processing orders at or above normal levels and manufacturing has resumed across most global facilities, Boston Scientific $BSX said the incident is likely to have a material impact on third-quarter and full-year 2026 results and that it is unlikely to achieve the sales-growth and adjusted-EPS guidance issued in July. Management expects to recover some delayed revenue but cannot yet quantify the total impact. $BSX fell 5.9% to $44.98.

Novartis $NVS suffered an even larger clinical setback as another major pipeline asset failed to meet its primary Phase III endpoint. The HARBOR study of delpacibart etedesiran, or del-desiran, in myotonic dystrophy type 1 did not demonstrate a statistically significant improvement versus placebo on its primary measure of video hand-opening time. The company said secondary and exploratory analyses showed evidence of clinical activity and that it will evaluate the full dataset before deciding the development path, while maintaining its 5%–6% five-year sales CAGR guidance for 2025–2030. U.S.-listed shares of Novartis $NVS plunged 13.9%. The failure is particularly damaging because it increases investor scrutiny of pipeline productivity and the returns being generated from recent biotechnology acquisitions.

Amgen $AMGN was pulled into the Novartis $NVS selloff because the failed cardiovascular program raised questions about a competing late-stage asset. Separate disappointing data from Novartis $NVS's pelacarsen program reduced confidence in the commercial potential of Amgen $AMGN's experimental cholesterol-lowering therapy olpasiran, whose Phase III results are expected later. BMO Capital Markets also downgraded Amgen $AMGN to Market Perform while maintaining a $450 target. Shares fell roughly 5%, illustrating how read-through risk from a competitor's clinical failure can rapidly reset probabilities for an entire drug class rather than just the company reporting the data.

Roivant Sciences $ROIV provided the healthcare tape's strongest counterexample, surging after Phase II data showed unusually large improvements in pulmonary hypertension associated with interstitial lung disease. The PHocus study of mosliciguat met its primary endpoint with a 56.3% placebo-adjusted reduction in pulmonary vascular resistance at Week 16, with a highly significant p-value below 0.0001. The trial also showed a 35.2-meter placebo-adjusted improvement in six-minute walking distance and a 53.2% reduction in NT-proBNP. Roivant $ROIV said the program has moved into the ongoing Phase III PHrontier study. $ROIV closed at $41.92, up 20.0%. The magnitude of the move reflected both the statistical strength of the data and the commercial opportunity in a disease with significant unmet need.

Washington gave quantum computing another direct capital infusion as D-Wave Quantum $QBTS, Rigetti Computing $RGTI and Quantinuum ethereum:0x4a220e6096b25eadb88358cb44068a3248254675 finalized separate $100 million CHIPS Act agreements. Each program is designed to accelerate domestic R&D and manufacturing capabilities, while the U.S. Department of Commerce will receive minority, non-controlling equity stakes as part of the transactions. D-Wave $QBTS said its funding will support development toward a 100,000-qubit annealing system and a 10,000-qubit gate-model system, while Rigetti $RGTI is targeting bottlenecks in readout electronics, cryogenic capacity and high-connectivity chip architectures. The quantum group rallied sharply, with D-Wave $QBTS and Rigetti $RGTI both posting strong gains and Quantinuum ethereum:0x4a220e6096b25eadb88358cb44068a3248254675 also advancing. The announcement turns federal support from a research subsidy into a more explicit public-sector equity partnership with strategically important computing platforms.

The next two sessions now carry unusually concentrated macro risk because the market has already priced a meaningful probability of another hike while crude approaches triple digits. Thursday's PPI report will test whether higher producer costs are spreading beyond energy, while Friday's CPI will determine whether consumer inflation is cooling fast enough to offset strong payrolls and rising crude. With the Fed meeting on September 15–16, there is very little data runway left. A benign inflation pair could pull the 10-year away from 4.8% and reduce hike expectations; another upside surprise would leave equities confronting an increasingly uncomfortable combination of resilient growth, $90-plus oil and tighter monetary policy.

The signal:

Tuesday's most important change was not simply that stocks fell. The energy shock broadened. Last week, markets were largely focused on Iran and the Strait of Hormuz; Tuesday added attacks on Saudi infrastructure and briefly pushed Brent to almost $100. That makes the inflation risk harder to treat as a temporary geopolitical premium and increases the chance that energy begins feeding more visibly into producer prices, transportation costs and ultimately consumer inflation.

Yet the equity market still showed substantial internal discrimination. The Dow fell more than 1%, but Qualcomm $QCOM, Corning $GLW, Roivant $ROIV and the quantum names rallied strongly. Investors were not selling growth indiscriminately. They continued to reward identifiable revenue opportunities in AI infrastructure, optical networking and clinically differentiated biotechnology while severely punishing execution failures at Boston Scientific $BSX and pipeline disappointment at Novartis $NVS.

The AI infrastructure message was particularly strong. Qualcomm $QCOM is moving into customized cloud silicon and optical connectivity, while Corning $GLW is supplying more than 80 million miles of fiber for Verizon $VZ's broadband and AI backbone. Together with the extraordinary server, networking and semiconductor demand reported over the previous several sessions, Tuesday's announcements reinforce the idea that AI capital expenditure is propagating outward from accelerators into an entire physical infrastructure ecosystem. The investment question is increasingly not whether AI spending exists, but where the next bottleneck—and therefore the next pool of economic value—will emerge.

Healthcare demonstrated the opposite side of dispersion. Roivant $ROIV gained 20% on statistically powerful clinical data while Novartis $NVS collapsed 13.9% and Amgen $AMGN was dragged lower by read-through concerns. That is exactly the kind of stock-specific market that rewards measurable evidence and punishes probabilistic narratives when new data reduce the odds of success.

Finally, a VIX near 15 despite Brent almost touching $100 is a striking sign of market confidence—but also a potential source of vulnerability. Investors are still treating the geopolitical and inflation shocks as manageable. PPI on September 10 and CPI on September 11 will test whether that confidence is justified. If inflation behaves, Tuesday may look like another contained repricing. If it accelerates, the combination of high oil, a 10-year near 4.8% and a roughly 60% probability of a Fed hike could turn what is currently selective pressure into a much broader valuation problem.",https://x.com/QuantScraper/status/2097556156902203575,en,Wed Sep 09 05:22:13 +0000 2026,1502637045025583110,QuantScraper,QuantScraper,true,734,0,9,1,0,0,734,0,9,1,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,1,photo
2098072851228053832,Boston Scientific Restores Key Operations After Cyberattack https://t.co/EmyQ7wW0b2,https://x.com/WSJbusiness/status/2098072851228053832,en,Thu Sep 10 15:35:22 +0000 2026,28140646,WSJ Business News,WSJbusiness,true,7463,1,0,1,0,0,7463,1,0,1,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
2098166749870825881,"Cyberattacks affected multiple US healthcare-related organizations, with one breach exposing data associated with approximately 6.4 million individuals.

ShinyHunters allegedly exfiltrated McKesson data and demanded $55.2 million before publishing records containing personal, employment, and sensitive health information.

The exposed McKesson data covered patients, staff, healthcare-provider contacts, and marketing recipients; claims involving 284 million documents and Social Security numbers were not independently confirmed by Have I Been Pwned.

Boston Scientific reported operational disruption affecting manufacturing, order fulfillment, shipping, and financial guidance.

Veradigm said attackers used credentials stolen from a third-party environment to access an API and steal patient data without disrupting operations.",https://x.com/LandscapeThreat/status/2098166749870825881,en,Thu Sep 10 21:48:29 +0000 2026,1968753801839730688,Threat Landscape,LandscapeThreat,true,48,0,2,0,0,0,48,0,2,0,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
2098181585723863319,Boston Scientific Restores Key Operations After Cyberattack $BSX https://t.co/2jOTDSZsqE,https://x.com/BarbarianCap/status/2098181585723863319,en,Thu Sep 10 22:47:27 +0000 2026,34939208,Barbarian Capital,BarbarianCap,true,1300,0,3,0,1,0,1300,0,3,0,1,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
2098396807449456714,"**Insider buying $9M near $48. Technical indicators screaming ""sell"" at $43. Same stock. Here's how to think about conflicting signals like a real investor.**

Boston Scientific (BSX) — a major medical device maker (heart, endoscopy, urology procedures) — just gave us a textbook case study in why you never rely on ONE signal alone.

**The fundamentals:** Q2 2026 revenue hit $5.44B, up 7.5% — genuinely solid growth, and EPS of $0.86 beat expectations. Then a late-August cyberattack hit, and management came out and said they likely won't meet Q3 or full-year guidance. That's a real operational setback, not speculation — it's a company outright telling you numbers are coming down.

**The conflicting signals right now:**

📉 Technical indicators are flashing sell — price sitting below a cluster of weekly sell signals, no fresh buy signals showing up in September.

📈 But CEO Michael Mahoney bought roughly $9 million of his own stock in early August, near $48 — insider buying is often read as a vote of confidence from the person with the most inside information about the business.

**Here's the lesson, not just the stock story:** technical signals tell you what the price is DOING. Insider buying tells you what someone with real inside knowledge THINKS about where the business is headed. Neither one is automatically right — and when they contradict each other like this, that's not confusing, that's useful. It's the market telling you there's real uncertainty here, and uncertainty deserves patience, not a rushed decision.

**The fundamentals-first move:** wait for the Q3 earnings call (October 28) to see the actual damage from the cyberattack before treating either signal as the deciding factor. A CEO's personal conviction is worth noting — it's not worth betting your capital on alone, especially against a real, quantified operational risk.

Fundamentals first. Always. We look before we leap.

📚 Learn how to read conflicting market signals without guessing:
📘 The Nigerian Investor's Blueprint (Vol. 1): https://t.co/UY15mznZwc
🌐 https://t.co/NBR4BVTucj
📲 WhatsApp: https://t.co/C7XRxm6CiH
🎥 YouTube: https://t.co/M0oXKliBqc
𝕏 @uzeeupdate | @updateuzee

**When insider buying and technical signals disagree, which one do you trust more — and why?**",https://x.com/UpdateUzee/status/2098396807449456714,en,Fri Sep 11 13:02:39 +0000 2026,2042572789966630912,UZEE STOCKS UPDATE LTD,UpdateUzee,true,95,0,2,2,0,0,95,0,2,2,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
2098448997014753450,"🚨🛡️ @BostonSci says a cyberattack disrupted manufacturing and order processing, and it no longer expects to meet its prior 2026 sales and adjusted profit forecasts. It had guided to $3.28 to $3.32 in adjusted EPS

Source: https://t.co/TuZCO9w3hL

#Cybersecurity #MedTech https://t.co/1lKsFToEZA",https://x.com/OrbitrumUS/status/2098448997014753450,en,Fri Sep 11 16:30:02 +0000 2026,1757335017699643393,Orbitrum,OrbitrumUS,true,75,0,3,0,0,1,75,0,3,0,0,1,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,1,photo
2099105841961980174,"In Aug 2026, a single cybersecurity incident at Boston Scientific rippled across its entire global operation. That's Endless Connections in plain sight. We're never as separate from one another as we think. How have you seen this play out in your o...

https://t.co/zkMA5zDRBZ https://t.co/sZGcI9kak6",https://x.com/brentnhunter/status/2099105841961980174,en,Sun Sep 13 12:00:06 +0000 2026,14468043,Brent N. Hunter,brentnhunter,true,441,0,2,0,1,0,441,0,2,0,1,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,1,photo
2099222904755941472,Boston Scientific (BSX) Didn’t Miss on Demand or Devices. A Cyberattack Just Broke Its Guidance.,https://x.com/algoxfloww/status/2099222904755941472,en,Sun Sep 13 19:45:16 +0000 2026,1462324254326857728,AlgoxFlow,algoxfloww,true,1219,2,3,0,0,0,1219,2,3,0,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
2099376975513043340,"Marvelous Monday
Happy new week and sad news with blog post on cyberattack on Boston Scientific and I saw Boston Scientific aerial view in July 2026 while on a flight to Boston,MA for Annual ACFE Global Fraud Conference. https://t.co/3fpmfmHWIC",https://x.com/kaokwu/status/2099376975513043340,en,Mon Sep 14 05:57:30 +0000 2026,4088161846,"Karen Okwu,CFE,CPA,ILPA (She/Her)",kaokwu,false,37,0,0,0,0,0,37,0,0,0,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
2099435507813859649,"Network outage that disrupted manufacturing and the processing and shipment of customer orders, the company said in a regulatory filing.
https://t.co/3rgli7Gbeq",https://x.com/jasoncobine/status/2099435507813859649,en,Mon Sep 14 09:50:05 +0000 2026,48739393,Jason Cobine,jasoncobine,false,59,0,0,0,0,0,59,0,0,0,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
2099946634180247877,"Recovery backlogs are a cybersecurity metric, even when they live in operations dashboards.

Boston Scientific expects to recover some revenue as disrupted activity catches up. That does not make the disruption free. Backlogs create staffing pressure, customer friction, prioritization conflicts, and new opportunities for mistakes.

In practical terms, it is a good time to:
• Track security-recovery backlog alongside technical remediation tasks.
• Review privileged role assignments before granting temporary operational access.
• Audit OAuth and Microsoft Graph permissions added to support emergency workflows.
• Recheck mailbox forwarding and transport rules created during recovery.
• Require expiration dates for temporary security exceptions.

Temporary workarounds have a habit of becoming permanent exposure.

#SecurityOperations #Microsoft365Security #Governance #IncidentResponse https://t.co/2k3jDY316J",https://x.com/gdlinux/status/2099946634180247877,en,Tue Sep 15 19:41:07 +0000 2026,3112139627,"Guardian Digital, Inc.",gdlinux,true,27,0,0,0,0,0,27,0,0,0,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,1,photo
2099977395209953391,"Security: After the August 25 cyberattack at Boston Scientific, manufacturing, order fulfillment and shipping operations are now back in action. #ICS #industrialcybersecurity #scadasecurity #OTsecurity #physicalsecurity
https://t.co/sWCIP4WgHn",https://x.com/isssource/status/2099977395209953391,en,Tue Sep 15 21:43:21 +0000 2026,190293299,Gregory Hale,isssource,false,28,0,0,0,0,0,28,0,0,0,0,0,2026-09-21T15:18:31.643Z,2026-09-21T15:18:31.643Z,1,SearchTimeline,false,false,0,
